lease_id,description,period_no,period,opening_liability,lease_payment,interest_expense,principal_repayment,closing_liability,rou_opening,rou_depreciation,rou_closing
LSE104,Office - Pune Delivery Centre,70,2030-06,29139380,920074,262497,657577,28481803,17977537,544774,17432764
LSE104,Office - Pune Delivery Centre,71,2030-07,28481803,920074,256574,663500,27818303,17432764,544774,16887990
LSE104,Office - Pune Delivery Centre,72,2030-08,27818303,920074,250597,669477,27148825,16887990,544774,16343216
LSE104,Office - Pune Delivery Centre,73,2030-09,27148825,984479,244566,739913,26408912,16343216,544774,15798442
LSE104,Office - Pune Delivery Centre,74,2030-10,26408912,984479,237900,746579,25662333,15798442,544774,15253668
LSE104,Office - Pune Delivery Centre,75,2030-11,25662333,984479,231175,753304,24909029,15253668,544774,14708894
LSE104,Office - Pune Delivery Centre,76,2030-12,24909029,984479,224389,760090,24148938,14708894,544774,14164120
LSE104,Office - Pune Delivery Centre,77,2031-01,24148938,984479,217542,766937,23382001,14164120,544774,13619347
LSE104,Office - Pune Delivery Centre,78,2031-02,23382001,984479,210633,773846,22608155,13619347,544774,13074573
LSE104,Office - Pune Delivery Centre,79,2031-03,22608155,984479,203662,780817,21827337,13074573,544774,12529799
LSE104,Office - Pune Delivery Centre,80,2031-04,21827337,984479,196628,787851,21039486,12529799,544774,11985025
LSE104,Office - Pune Delivery Centre,81,2031-05,21039486,984479,189531,794948,20244538,11985025,544774,11440251
LSE104,Office - Pune Delivery Centre,82,2031-06,20244538,984479,182370,802110,19442428,11440251,544774,10895477
LSE104,Office - Pune Delivery Centre,83,2031-07,19442428,984479,175144,809335,18633093,10895477,544774,10350703
LSE104,Office - Pune Delivery Centre,84,2031-08,18633093,984479,167853,816626,17816467,10350703,544774,9805930
LSE104,Office - Pune Delivery Centre,85,2031-09,17816467,1053393,160497,892896,16923571,9805930,544774,9261156
LSE104,Office - Pune Delivery Centre,86,2031-10,16923571,1053393,152453,900939,16022632,9261156,544774,8716382
LSE104,Office - Pune Delivery Centre,87,2031-11,16022632,1053393,144337,909055,15113576,8716382,544774,8171608
LSE104,Office - Pune Delivery Centre,88,2031-12,15113576,1053393,136148,917245,14196332,8171608,544774,7626834
LSE104,Office - Pune Delivery Centre,89,2032-01,14196332,1053393,127885,925507,13270824,7626834,544774,7082060
LSE104,Office - Pune Delivery Centre,90,2032-02,13270824,1053393,119548,933845,12336980,7082060,544774,6537286
LSE104,Office - Pune Delivery Centre,91,2032-03,12336980,1053393,111136,942257,11394723,6537286,544774,5992512
LSE104,Office - Pune Delivery Centre,92,2032-04,11394723,1053393,102647,950745,10443977,5992512,544774,5447739
LSE104,Office - Pune Delivery Centre,93,2032-05,10443977,1053393,94083,959310,9484668,5447739,544774,4902965
LSE104,Office - Pune Delivery Centre,94,2032-06,9484668,1053393,85441,967952,8516716,4902965,544774,4358191
LSE104,Office - Pune Delivery Centre,95,2032-07,8516716,1053393,76721,976671,7540045,4358191,544774,3813417
LSE104,Office - Pune Delivery Centre,96,2032-08,7540045,1053393,67923,985469,6554575,3813417,544774,3268643
LSE104,Office - Pune Delivery Centre,97,2032-09,6554575,1127130,59046,1068084,5486491,3268643,544774,2723869
LSE104,Office - Pune Delivery Centre,98,2032-10,5486491,1127130,49424,1077706,4408785,2723869,544774,2179095
LSE104,Office - Pune Delivery Centre,99,2032-11,4408785,1127130,39716,1087414,3321371,2179095,544774,1634322
LSE104,Office - Pune Delivery Centre,100,2032-12,3321371,1127130,29920,1097210,2224161,1634322,544774,1089548
LSE104,Office - Pune Delivery Centre,101,2033-01,2224161,1127130,20036,1107094,1117066,1089548,544774,544774
LSE104,Office - Pune Delivery Centre,102,2033-02,1117066,1127130,10063,1117067,0,544774,544774,0
LSE105,Vehicle - Pool Car,1,2024-08,2010624,46000,16085,29915,1980709,2019624,37400,1982224
LSE105,Vehicle - Pool Car,2,2024-09,1980709,46000,15846,30154,1950555,1982224,37400,1944823
LSE105,Vehicle - Pool Car,3,2024-10,1950555,46000,15604,30396,1920159,1944823,37400,1907423
LSE105,Vehicle - Pool Car,4,2024-11,1920159,46000,15361,30639,1889520,1907423,37400,1870022
LSE105,Vehicle - Pool Car,5,2024-12,1889520,46000,15116,30884,1858637,1870022,37400,1832622
LSE105,Vehicle - Pool Car,6,2025-01,1858637,46000,14869,31131,1827506,1832622,37400,1795221
LSE105,Vehicle - Pool Car,7,2025-02,1827506,46000,14620,31380,1796126,1795221,37400,1757821
LSE105,Vehicle - Pool Car,8,2025-03,1796126,46000,14369,31631,1764495,1757821,37400,1720420
LSE105,Vehicle - Pool Car,9,2025-04,1764495,46000,14116,31884,1732611,1720420,37400,1683020
LSE105,Vehicle - Pool Car,10,2025-05,1732611,46000,13861,32139,1700472,1683020,37400,1645620
LSE105,Vehicle - Pool Car,11,2025-06,1700472,46000,13604,32396,1668075,1645620,37400,1608219
LSE105,Vehicle - Pool Car,12,2025-07,1668075,46000,13345,32655,1635420,1608219,37400,1570819
LSE105,Vehicle - Pool Car,13,2025-08,1635420,46000,13083,32917,1602503,1570819,37400,1533418
LSE105,Vehicle - Pool Car,14,2025-09,1602503,46000,12820,33180,1569323,1533418,37400,1496018
LSE105,Vehicle - Pool Car,15,2025-10,1569323,46000,12555,33445,1535878,1496018,37400,1458617
LSE105,Vehicle - Pool Car,16,2025-11,1535878,46000,12287,33713,1502165,1458617,37400,1421217
LSE105,Vehicle - Pool Car,17,2025-12,1502165,46000,12017,33983,1468182,1421217,37400,1383816
LSE105,Vehicle - Pool Car,18,2026-01,1468182,46000,11745,34255,1433928,1383816,37400,1346416
LSE105,Vehicle - Pool Car,19,2026-02,1433928,46000,11471,34529,1399399,1346416,37400,1309016
LSE105,Vehicle - Pool Car,20,2026-03,1399399,46000,11195,34805,1364594,1309016,37400,1271615
LSE105,Vehicle - Pool Car,21,2026-04,1364594,46000,10917,35083,1329511,1271615,37400,1234215
LSE105,Vehicle - Pool Car,22,2026-05,1329511,46000,10636,35364,1294147,1234215,37400,1196814
LSE105,Vehicle - Pool Car,23,2026-06,1294147,46000,10353,35647,1258500,1196814,37400,1159414
LSE105,Vehicle - Pool Car,24,2026-07,1258500,46000,10068,35932,1222568,1159414,37400,1122013
LSE105,Vehicle - Pool Car,25,2026-08,1222568,46000,9781,36219,1186349,1122013,37400,1084613
LSE105,Vehicle - Pool Car,26,2026-09,1186349,46000,9491,36509,1149840,1084613,37400,1047212
LSE105,Vehicle - Pool Car,27,2026-10,1149840,46000,9199,36801,1113038,1047212,37400,1009812
LSE105,Vehicle - Pool Car,28,2026-11,1113038,46000,8904,37096,1075943,1009812,37400,972412
LSE105,Vehicle - Pool Car,29,2026-12,1075943,46000,8608,37392,1038550,972412,37400,935011
LSE105,Vehicle - Pool Car,30,2027-01,1038550,46000,8308,37692,1000859,935011,37400,897611
LSE105,Vehicle - Pool Car,31,2027-02,1000859,46000,8007,37993,962865,897611,37400,860210
LSE105,Vehicle - Pool Car,32,2027-03,962865,46000,7703,38297,924568,860210,37400,822810
LSE105,Vehicle - Pool Car,33,2027-04,924568,46000,7397,38603,885965,822810,37400,785409
LSE105,Vehicle - Pool Car,34,2027-05,885965,46000,7088,38912,847053,785409,37400,748009
LSE105,Vehicle - Pool Car,35,2027-06,847053,46000,6776,39224,807829,748009,37400,710608
LSE105,Vehicle - Pool Car,36,2027-07,807829,46000,6463,39537,768292,710608,37400,673208
LSE105,Vehicle - Pool Car,37,2027-08,768292,46000,6146,39854,728438,673208,37400,635808
LSE105,Vehicle - Pool Car,38,2027-09,728438,46000,5828,40172,688266,635808,37400,598407
LSE105,Vehicle - Pool Car,39,2027-10,688266,46000,5506,40494,647772,598407,37400,561007
LSE105,Vehicle - Pool Car,40,2027-11,647772,46000,5182,40818,606954,561007,37400,523606
LSE105,Vehicle - Pool Car,41,2027-12,606954,46000,4856,41144,565809,523606,37400,486206
LSE105,Vehicle - Pool Car,42,2028-01,565809,46000,4526,41474,524336,486206,37400,448805
LSE105,Vehicle - Pool Car,43,2028-02,524336,46000,4195,41805,482531,448805,37400,411405
LSE105,Vehicle - Pool Car,44,2028-03,482531,46000,3860,42140,440391,411405,37400,374004
LSE105,Vehicle - Pool Car,45,2028-04,440391,46000,3523,42477,397914,374004,37400,336604
LSE105,Vehicle - Pool Car,46,2028-05,397914,46000,3183,42817,355097,336604,37400,299204
LSE105,Vehicle - Pool Car,47,2028-06,355097,46000,2841,43159,311938,299204,37400,261803
LSE105,Vehicle - Pool Car,48,2028-07,311938,46000,2496,43504,268434,261803,37400,224403
LSE105,Vehicle - Pool Car,49,2028-08,268434,46000,2147,43853,224581,224403,37400,187002
LSE105,Vehicle - Pool Car,50,2028-09,224581,46000,1797,44203,180378,187002,37400,149602
LSE105,Vehicle - Pool Car,51,2028-10,180378,46000,1443,44557,135821,149602,37400,112201
LSE105,Vehicle - Pool Car,52,2028-11,135821,46000,1087,44913,90907,112201,37400,74801
LSE105,Vehicle - Pool Car,53,2028-12,90907,46000,727,45273,45635,74801,37400,37400
LSE105,Vehicle - Pool Car,54,2029-01,45635,46000,365,45635,0,37400,37400,0
LSE106,Networking Equipment,1,2025-07,4907231,135000,42488,92512,4814719,4965231,118220,4847011
LSE106,Networking Equipment,2,2025-08,4814719,135000,41687,93313,4721407,4847011,118220,4728791
LSE106,Networking Equipment,3,2025-09,4721407,135000,40880,94120,4627286,4728791,118220,4610572
LSE106,Networking Equipment,4,2025-10,4627286,135000,40065,94935,4532351,4610572,118220,4492352
LSE106,Networking Equipment,5,2025-11,4532351,135000,39243,95757,4436594,4492352,118220,4374132
LSE106,Networking Equipment,6,2025-12,4436594,135000,38414,96586,4340007,4374132,118220,4255912
LSE106,Networking Equipment,7,2026-01,4340007,135000,37577,97423,4242584,4255912,118220,4137693
LSE106,Networking Equipment,8,2026-02,4242584,135000,36734,98266,4144318,4137693,118220,4019473
LSE106,Networking Equipment,9,2026-03,4144318,135000,35883,99117,4045201,4019473,118220,3901253
LSE106,Networking Equipment,10,2026-04,4045201,135000,35025,99975,3945226,3901253,118220,3783033
LSE106,Networking Equipment,11,2026-05,3945226,135000,34159,100841,3844385,3783033,118220,3664813
LSE106,Networking Equipment,12,2026-06,3844385,135000,33286,101714,3742671,3664813,118220,3546594
LSE106,Networking Equipment,13,2026-07,3742671,139050,32405,106645,3636026,3546594,118220,3428374
LSE106,Networking Equipment,14,2026-08,3636026,139050,31482,107568,3528458,3428374,118220,3310154
LSE106,Networking Equipment,15,2026-09,3528458,139050,30551,108499,3419958,3310154,118220,3191934
LSE106,Networking Equipment,16,2026-10,3419958,139050,29611,109439,3310520,3191934,118220,3073714
LSE106,Networking Equipment,17,2026-11,3310520,139050,28664,110386,3200133,3073714,118220,2955495
LSE106,Networking Equipment,18,2026-12,3200133,139050,27708,111342,3088791,2955495,118220,2837275
LSE106,Networking Equipment,19,2027-01,3088791,139050,26744,112306,2976485,2837275,118220,2719055
LSE106,Networking Equipment,20,2027-02,2976485,139050,25771,113279,2863206,2719055,118220,2600835
LSE106,Networking Equipment,21,2027-03,2863206,139050,24791,114259,2748947,2600835,118220,2482615
LSE106,Networking Equipment,22,2027-04,2748947,139050,23801,115249,2633698,2482615,118220,2364396
LSE106,Networking Equipment,23,2027-05,2633698,139050,22803,116247,2517451,2364396,118220,2246176
LSE106,Networking Equipment,24,2027-06,2517451,139050,21797,117253,2400198,2246176,118220,2127956
LSE106,Networking Equipment,25,2027-07,2400198,143222,20782,122440,2277759,2127956,118220,2009736
LSE106,Networking Equipment,26,2027-08,2277759,143222,19722,123500,2154259,2009736,118220,1891517
LSE106,Networking Equipment,27,2027-09,2154259,143222,18652,124569,2029690,1891517,118220,1773297
LSE106,Networking Equipment,28,2027-10,2029690,143222,17574,125648,1904042,1773297,118220,1655077
LSE106,Networking Equipment,29,2027-11,1904042,143222,16486,126736,1777306,1655077,118220,1536857
LSE106,Networking Equipment,30,2027-12,1777306,143222,15389,127833,1649473,1536857,118220,1418637
LSE106,Networking Equipment,31,2028-01,1649473,143222,14282,128940,1520533,1418637,118220,1300418
LSE106,Networking Equipment,32,2028-02,1520533,143222,13165,130056,1390477,1300418,118220,1182198
LSE106,Networking Equipment,33,2028-03,1390477,143222,12039,131182,1259295,1182198,118220,1063978
LSE106,Networking Equipment,34,2028-04,1259295,143222,10903,132318,1126977,1063978,118220,945758
LSE106,Networking Equipment,35,2028-05,1126977,143222,9758,133464,993513,945758,118220,827538
LSE106,Networking Equipment,36,2028-06,993513,143222,8602,134619,858894,827538,118220,709319
LSE106,Networking Equipment,37,2028-07,858894,147518,7437,140082,718812,709319,118220,591099
LSE106,Networking Equipment,38,2028-08,718812,147518,6224,141294,577518,591099,118220,472879
LSE106,Networking Equipment,39,2028-09,577518,147518,5000,142518,435000,472879,118220,354659
LSE106,Networking Equipment,40,2028-10,435000,147518,3766,143752,291248,354659,118220,236440
LSE106,Networking Equipment,41,2028-11,291248,147518,2522,144996,146252,236440,118220,118220
LSE106,Networking Equipment,42,2028-12,146252,147518,1266,146252,0,118220,118220,0
LSE107,Office - Bengaluru HQ,1,2024-11,57793353,875000,447898,427102,57366251,58123353,745171,57378182
LSE107,Office - Bengaluru HQ,2,2024-12,57366251,875000,444588,430412,56935840,57378182,745171,56633011
LSE107,Office - Bengaluru HQ,3,2025-01,56935840,875000,441253,433747,56502093,56633011,745171,55887839
LSE107,Office - Bengaluru HQ,4,2025-02,56502093,875000,437891,437109,56064984,55887839,745171,55142668
LSE107,Office - Bengaluru HQ,5,2025-03,56064984,875000,434504,440496,55624488,55142668,745171,54397497
LSE107,Office - Bengaluru HQ,6,2025-04,55624488,875000,431090,443910,55180577,54397497,745171,53652326
LSE107,Office - Bengaluru HQ,7,2025-05,55180577,875000,427649,447351,54733227,53652326,745171,52907155
LSE107,Office - Bengaluru HQ,8,2025-06,54733227,875000,424183,450817,54282409,52907155,745171,52161983
LSE107,Office - Bengaluru HQ,9,2025-07,54282409,875000,420689,454311,53828098,52161983,745171,51416812
LSE107,Office - Bengaluru HQ,10,2025-08,53828098,875000,417168,457832,53370266,51416812,745171,50671641
LSE107,Office - Bengaluru HQ,11,2025-09,53370266,875000,413620,461380,52908885,50671641,745171,49926470
LSE107,Office - Bengaluru HQ,12,2025-10,52908885,875000,410044,464956,52443929,49926470,745171,49181299
LSE107,Office - Bengaluru HQ,13,2025-11,52443929,918750,406440,512310,51931620,49181299,745171,48436127
LSE107,Office - Bengaluru HQ,14,2025-12,51931620,918750,402470,516280,51415340,48436127,745171,47690956
LSE107,Office - Bengaluru HQ,15,2026-01,51415340,918750,398469,520281,50895059,47690956,745171,46945785
LSE107,Office - Bengaluru HQ,16,2026-02,50895059,918750,394437,524313,50370745,46945785,745171,46200614
LSE107,Office - Bengaluru HQ,17,2026-03,50370745,918750,390373,528377,49842369,46200614,745171,45455443
LSE107,Office - Bengaluru HQ,18,2026-04,49842369,918750,386278,532472,49309897,45455443,745171,44710272
LSE107,Office - Bengaluru HQ,19,2026-05,49309897,918750,382152,536598,48773299,44710272,745171,43965100
LSE107,Office - Bengaluru HQ,20,2026-06,48773299,918750,377993,540757,48232542,43965100,745171,43219929
LSE107,Office - Bengaluru HQ,21,2026-07,48232542,918750,373802,544948,47687594,43219929,745171,42474758
LSE107,Office - Bengaluru HQ,22,2026-08,47687594,918750,369579,549171,47138423,42474758,745171,41729587
LSE107,Office - Bengaluru HQ,23,2026-09,47138423,918750,365323,553427,46584995,41729587,745171,40984416
LSE107,Office - Bengaluru HQ,24,2026-10,46584995,918750,361034,557716,46027279,40984416,745171,40239244
LSE107,Office - Bengaluru HQ,25,2026-11,46027279,964688,356711,607976,45419303,40239244,745171,39494073
LSE107,Office - Bengaluru HQ,26,2026-12,45419303,964688,352000,612688,44806615,39494073,745171,38748902
LSE107,Office - Bengaluru HQ,27,2027-01,44806615,964688,347251,617436,44189179,38748902,745171,38003731
LSE107,Office - Bengaluru HQ,28,2027-02,44189179,964688,342466,622221,43566958,38003731,745171,37258560
LSE107,Office - Bengaluru HQ,29,2027-03,43566958,964688,337644,627044,42939914,37258560,745171,36513388
LSE107,Office - Bengaluru HQ,30,2027-04,42939914,964688,332784,631903,42308011,36513388,745171,35768217
LSE107,Office - Bengaluru HQ,31,2027-05,42308011,964688,327887,636800,41671210,35768217,745171,35023046
LSE107,Office - Bengaluru HQ,32,2027-06,41671210,964688,322952,641736,41029475,35023046,745171,34277875
LSE107,Office - Bengaluru HQ,33,2027-07,41029475,964688,317978,646709,40382766,34277875,745171,33532704
LSE107,Office - Bengaluru HQ,34,2027-08,40382766,964688,312966,651721,39731045,33532704,745171,32787532
LSE107,Office - Bengaluru HQ,35,2027-09,39731045,964688,307916,656772,39074273,32787532,745171,32042361
LSE107,Office - Bengaluru HQ,36,2027-10,39074273,964688,302826,661862,38412411,32042361,745171,31297190
LSE107,Office - Bengaluru HQ,37,2027-11,38412411,1012922,297696,715226,37697185,31297190,745171,30552019
LSE107,Office - Bengaluru HQ,38,2027-12,37697185,1012922,292153,720769,36976417,30552019,745171,29806848
LSE107,Office - Bengaluru HQ,39,2028-01,36976417,1012922,286567,726355,36250062,29806848,745171,29061676
LSE107,Office - Bengaluru HQ,40,2028-02,36250062,1012922,280938,731984,35518078,29061676,745171,28316505
LSE107,Office - Bengaluru HQ,41,2028-03,35518078,1012922,275265,737657,34780421,28316505,745171,27571334
LSE107,Office - Bengaluru HQ,42,2028-04,34780421,1012922,269548,743374,34037048,27571334,745171,26826163
LSE107,Office - Bengaluru HQ,43,2028-05,34037048,1012922,263787,749135,33287913,26826163,745171,26080992
LSE107,Office - Bengaluru HQ,44,2028-06,33287913,1012922,257981,754941,32532972,26080992,745171,25335821
LSE107,Office - Bengaluru HQ,45,2028-07,32532972,1012922,252131,760791,31772181,25335821,745171,24590649
LSE107,Office - Bengaluru HQ,46,2028-08,31772181,1012922,246234,766687,31005493,24590649,745171,23845478
LSE107,Office - Bengaluru HQ,47,2028-09,31005493,1012922,240293,772629,30232864,23845478,745171,23100307
LSE107,Office - Bengaluru HQ,48,2028-10,30232864,1012922,234305,778617,29454247,23100307,745171,22355136
LSE107,Office - Bengaluru HQ,49,2028-11,29454247,1063568,228270,835298,28618949,22355136,745171,21609965
LSE107,Office - Bengaluru HQ,50,2028-12,28618949,1063568,221797,841771,27777178,21609965,745171,20864793
LSE107,Office - Bengaluru HQ,51,2029-01,27777178,1063568,215273,848295,26928883,20864793,745171,20119622
LSE107,Office - Bengaluru HQ,52,2029-02,26928883,1063568,208699,854869,26074014,20119622,745171,19374451
LSE107,Office - Bengaluru HQ,53,2029-03,26074014,1063568,202074,861494,25212520,19374451,745171,18629280
LSE107,Office - Bengaluru HQ,54,2029-04,25212520,1063568,195397,868171,24344349,18629280,745171,17884109
LSE107,Office - Bengaluru HQ,55,2029-05,24344349,1063568,188669,874899,23469450,17884109,745171,17138937
LSE107,Office - Bengaluru HQ,56,2029-06,23469450,1063568,181888,881680,22587770,17138937,745171,16393766
LSE107,Office - Bengaluru HQ,57,2029-07,22587770,1063568,175055,888513,21699257,16393766,745171,15648595
LSE107,Office - Bengaluru HQ,58,2029-08,21699257,1063568,168169,895399,20803859,15648595,745171,14903424
LSE107,Office - Bengaluru HQ,59,2029-09,20803859,1063568,161230,902338,19901521,14903424,745171,14158253
LSE107,Office - Bengaluru HQ,60,2029-10,19901521,1063568,154237,909331,18992189,14158253,745171,13413081
LSE107,Office - Bengaluru HQ,61,2029-11,18992189,1116746,147189,969557,18022632,13413081,745171,12667910
LSE107,Office - Bengaluru HQ,62,2029-12,18022632,1116746,139675,977071,17045561,12667910,745171,11922739
LSE107,Office - Bengaluru HQ,63,2030-01,17045561,1116746,132103,984643,16060918,11922739,745171,11177568
LSE107,Office - Bengaluru HQ,64,2030-02,16060918,1116746,124472,992274,15068644,11177568,745171,10432397
LSE107,Office - Bengaluru HQ,65,2030-03,15068644,1116746,116782,999964,14068680,10432397,745171,9687225
LSE107,Office - Bengaluru HQ,66,2030-04,14068680,1116746,109032,1007714,13060965,9687225,745171,8942054
LSE107,Office - Bengaluru HQ,67,2030-05,13060965,1116746,101222,1015524,12045442,8942054,745171,8196883
LSE107,Office - Bengaluru HQ,68,2030-06,12045442,1116746,93352,1023394,11022047,8196883,745171,7451712
LSE107,Office - Bengaluru HQ,69,2030-07,11022047,1116746,85421,1031325,9990722,7451712,745171,6706541
LSE107,Office - Bengaluru HQ,70,2030-08,9990722,1116746,77428,1039318,8951404,6706541,745171,5961370
LSE107,Office - Bengaluru HQ,71,2030-09,8951404,1116746,69373,1047373,7904031,5961370,745171,5216198
LSE107,Office - Bengaluru HQ,72,2030-10,7904031,1116746,61256,1055490,6848541,5216198,745171,4471027
LSE107,Office - Bengaluru HQ,73,2030-11,6848541,1172584,53076,1119507,5729033,4471027,745171,3725856
LSE107,Office - Bengaluru HQ,74,2030-12,5729033,1172584,44400,1128184,4600849,3725856,745171,2980685
LSE107,Office - Bengaluru HQ,75,2031-01,4600849,1172584,35657,1136927,3463922,2980685,745171,2235514
LSE107,Office - Bengaluru HQ,76,2031-02,3463922,1172584,26845,1145738,2318184,2235514,745171,1490342
LSE107,Office - Bengaluru HQ,77,2031-03,2318184,1172584,17966,1154618,1163566,1490342,745171,745171
LSE107,Office - Bengaluru HQ,78,2031-04,1163566,1172584,9018,1163566,0,745171,745171,0
LSE108,Vehicle - Director (SUV),1,2024-05,2324141,66000,19697,46303,2277838,2330141,55480,2274661
LSE108,Vehicle - Director (SUV),2,2024-06,2277838,66000,19305,46695,2231143,2274661,55480,2219182
LSE108,Vehicle - Director (SUV),3,2024-07,2231143,66000,18909,47091,2184052,2219182,55480,2163702
LSE108,Vehicle - Director (SUV),4,2024-08,2184052,66000,18510,47490,2136562,2163702,55480,2108223
LSE108,Vehicle - Director (SUV),5,2024-09,2136562,66000,18107,47893,2088669,2108223,55480,2052743
LSE108,Vehicle - Director (SUV),6,2024-10,2088669,66000,17701,48299,2040370,2052743,55480,1997264
LSE108,Vehicle - Director (SUV),7,2024-11,2040370,66000,17292,48708,1991663,1997264,55480,1941784
LSE108,Vehicle - Director (SUV),8,2024-12,1991663,66000,16879,49121,1942542,1941784,55480,1886305
LSE108,Vehicle - Director (SUV),9,2025-01,1942542,66000,16463,49537,1893005,1886305,55480,1830825
LSE108,Vehicle - Director (SUV),10,2025-02,1893005,66000,16043,49957,1843048,1830825,55480,1775346
LSE108,Vehicle - Director (SUV),11,2025-03,1843048,66000,15620,50380,1792668,1775346,55480,1719866
LSE108,Vehicle - Director (SUV),12,2025-04,1792668,66000,15193,50807,1741861,1719866,55480,1664386
LSE108,Vehicle - Director (SUV),13,2025-05,1741861,66000,14762,51238,1690623,1664386,55480,1608907
LSE108,Vehicle - Director (SUV),14,2025-06,1690623,66000,14328,51672,1638951,1608907,55480,1553427
LSE108,Vehicle - Director (SUV),15,2025-07,1638951,66000,13890,52110,1586841,1553427,55480,1497948
LSE108,Vehicle - Director (SUV),16,2025-08,1586841,66000,13448,52552,1534290,1497948,55480,1442468
LSE108,Vehicle - Director (SUV),17,2025-09,1534290,66000,13003,52997,1481293,1442468,55480,1386989
LSE108,Vehicle - Director (SUV),18,2025-10,1481293,66000,12554,53446,1427847,1386989,55480,1331509
LSE108,Vehicle - Director (SUV),19,2025-11,1427847,66000,12101,53899,1373948,1331509,55480,1276030
LSE108,Vehicle - Director (SUV),20,2025-12,1373948,66000,11644,54356,1319592,1276030,55480,1220550
LSE108,Vehicle - Director (SUV),21,2026-01,1319592,66000,11184,54816,1264776,1220550,55480,1165071
LSE108,Vehicle - Director (SUV),22,2026-02,1264776,66000,10719,55281,1209494,1165071,55480,1109591
LSE108,Vehicle - Director (SUV),23,2026-03,1209494,66000,10250,55750,1153745,1109591,55480,1054111
LSE108,Vehicle - Director (SUV),24,2026-04,1153745,66000,9778,56222,1097523,1054111,55480,998632
LSE108,Vehicle - Director (SUV),25,2026-05,1097523,66000,9302,56698,1040824,998632,55480,943152
LSE108,Vehicle - Director (SUV),26,2026-06,1040824,66000,8821,57179,983645,943152,55480,887673
LSE108,Vehicle - Director (SUV),27,2026-07,983645,66000,8336,57664,925982,887673,55480,832193
LSE108,Vehicle - Director (SUV),28,2026-08,925982,66000,7848,58152,867830,832193,55480,776714
LSE108,Vehicle - Director (SUV),29,2026-09,867830,66000,7355,58645,809184,776714,55480,721234
LSE108,Vehicle - Director (SUV),30,2026-10,809184,66000,6858,59142,750042,721234,55480,665755
LSE108,Vehicle - Director (SUV),31,2026-11,750042,66000,6357,59643,690399,665755,55480,610275
LSE108,Vehicle - Director (SUV),32,2026-12,690399,66000,5851,60149,630250,610275,55480,554795
LSE108,Vehicle - Director (SUV),33,2027-01,630250,66000,5341,60659,569591,554795,55480,499316
LSE108,Vehicle - Director (SUV),34,2027-02,569591,66000,4827,61173,508419,499316,55480,443836
LSE108,Vehicle - Director (SUV),35,2027-03,508419,66000,4309,61691,446727,443836,55480,388357
LSE108,Vehicle - Director (SUV),36,2027-04,446727,66000,3786,62214,384513,388357,55480,332877
LSE108,Vehicle - Director (SUV),37,2027-05,384513,66000,3259,62741,321772,332877,55480,277398
LSE108,Vehicle - Director (SUV),38,2027-06,321772,66000,2727,63273,258499,277398,55480,221918
LSE108,Vehicle - Director (SUV),39,2027-07,258499,66000,2191,63809,194690,221918,55480,166439
LSE108,Vehicle - Director (SUV),40,2027-08,194690,66000,1650,64350,130340,166439,55480,110959
LSE108,Vehicle - Director (SUV),41,2027-09,130340,66000,1105,64895,65445,110959,55480,55480
LSE108,Vehicle - Director (SUV),42,2027-10,65445,66000,555,65445,0,55480,55480,0
LSE109,Laptops - Fleet Lease,1,2024-04,1334168,61000,11663,49337,1284831,1343168,55965,1287203
LSE109,Laptops - Fleet Lease,2,2024-05,1284831,61000,11232,49768,1235062,1287203,55965,1231237
LSE109,Laptops - Fleet Lease,3,2024-06,1235062,61000,10797,50203,1184859,1231237,55965,1175272
LSE109,Laptops - Fleet Lease,4,2024-07,1184859,61000,10358,50642,1134217,1175272,55965,1119307
LSE109,Laptops - Fleet Lease,5,2024-08,1134217,61000,9915,51085,1083132,1119307,55965,1063341
LSE109,Laptops - Fleet Lease,6,2024-09,1083132,61000,9468,51532,1031600,1063341,55965,1007376
LSE109,Laptops - Fleet Lease,7,2024-10,1031600,61000,9018,51982,979618,1007376,55965,951411
LSE109,Laptops - Fleet Lease,8,2024-11,979618,61000,8563,52437,927181,951411,55965,895445
LSE109,Laptops - Fleet Lease,9,2024-12,927181,61000,8105,52895,874286,895445,55965,839480
LSE109,Laptops - Fleet Lease,10,2025-01,874286,61000,7643,53357,820929,839480,55965,783515
LSE109,Laptops - Fleet Lease,11,2025-02,820929,61000,7176,53824,767105,783515,55965,727549
LSE109,Laptops - Fleet Lease,12,2025-03,767105,61000,6706,54294,712811,727549,55965,671584
LSE109,Laptops - Fleet Lease,13,2025-04,712811,62830,6231,56599,656212,671584,55965,615619
LSE109,Laptops - Fleet Lease,14,2025-05,656212,62830,5736,57094,599119,615619,55965,559653
LSE109,Laptops - Fleet Lease,15,2025-06,599119,62830,5237,57593,541526,559653,55965,503688
LSE109,Laptops - Fleet Lease,16,2025-07,541526,62830,4734,58096,483430,503688,55965,447723
LSE109,Laptops - Fleet Lease,17,2025-08,483430,62830,4226,58604,424826,447723,55965,391757
LSE109,Laptops - Fleet Lease,18,2025-09,424826,62830,3714,59116,365710,391757,55965,335792
LSE109,Laptops - Fleet Lease,19,2025-10,365710,62830,3197,59633,306076,335792,55965,279827
LSE109,Laptops - Fleet Lease,20,2025-11,306076,62830,2676,60154,245922,279827,55965,223861
LSE109,Laptops - Fleet Lease,21,2025-12,245922,62830,2150,60680,185242,223861,55965,167896
LSE109,Laptops - Fleet Lease,22,2026-01,185242,62830,1619,61211,124031,167896,55965,111931
